    1,    2,16725
    3,    4,20759
  147,  148,15379
    5,    6,21577
  149,  150,16387
    7,    8,22340
  151,  152,17321
    9,   10,23048
  153,  154,18189
   11,   12,23707
  155,  156,18985
   13,   14,24322
  157,  158,19724
   15,   16,24897
  159,  160,20405
   17,   18,25431
  161,  162,21038
   19,   20,25928
  163,  164,21629
   21,   22,26389
  165,  166,22173
   23,   24,26821
  167,  168,22676
   25,   26,27224
  169,  170,23144
   27,   28,27602
  171,  172,23578
   29,   30,27948
  173,  174,23975
   31,   32,28275
  175,  176,24354
   33,   34,28579
  177,  178,24702
   35,   36,28867
  179,  180,25026
   37,   38,29129
  181,  182,25322
   39,   40,29378
  183,  184,25599
   41,   42,29608
  185,  186,25855
   43,   44,29824
  187,  188,26094
   45,   46,30027
  189,  190,26317
   47,   48,30215
  191,  192,26525
   49,   50,30387
  193,  194,26712
   51,   52,30551
  195,  196,26889
   53,   54,30700
  197,  198,27049
   55,   56,30838
  199,  200,27197
   57,   58,30967
  201,  202,27334
   59,   60,31090
  203,  204,27465
   61,   62,31203
  205,  206,27580
   63,   64,31312
  207,  208,27695
   65,   66,31409
  209,  210,27798
   67,   68,31502
  211,  212,27891
   69,   70,31591
  213,  214,27980
   71,   72,31671
  215,  216,28062
   73,   74,31748
  217,  218,28141
   75,   76,31818
  219,  220,28209
   77,   78,31882
  221,  222,28273
   79,   80,31941
  223,  224,28329
   81,   82,31994
  225,  226,28383
   83,   84,32047
  227,  228,28433
   85,   86,32095
  229,  230,28480
   87,   88,32134
  231,  232,28518
   89,   90,32176
  233,  234,28556
   91,   92,32218
  235,  236,28595
   93,   94,32252
  237,  238,28630
   95,   96,32288
  239,  240,28662
   97,   98,32316
  241,  242,28687
   99,  100,32346
  243,  244,28714
  101,  102,32374
  245,  246,28741
  103,  104,32396
  247,  248,28759
  105,  106,32417
  249,  250,28779
  107,  108,32440
  251,  252,28797
  109,  110,32464
  253,  254,28816
  111,  112,32478
  255,  256,28832
  113,  114,32494
  257,  258,28843
  115,  116,32510
  259,  260,28858
  117,  118,32524
  261,  262,28869
  119,  120,32539
